path,classification,reason,canonical_replacement,recovery_branch,recovery_tag,recovery_commit,kind
dnp3_split_harness/phase04_netem_smoke.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase04b_calibrate.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase04b_dcrn_analyze.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase04b_dcrn_attacker_eval.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase04b_dcrn_audit.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase04b_dcrn_harness.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase04b_dcrn_policy.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase05_coalescing_demo.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase05_defended_wire_eval.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase05_rig_defended_wire.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/phase05_rig_replay.py,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/profiles/ab1400_combined_ack.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/profiles/ion7550_combined_ack.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/profiles/sel751_separate_ack.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_delay_master_report.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_delay_tutorial.html,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_fingerprint_clusters.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_fingerprint_eval.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_fingerprint_eval.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_separation_matrix.csv,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_separation_matrix.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_separation_notes.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_separation_rig/ack_separation_client_matrix.csv,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_separation_rig/acksep_refine.pcap,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_separation_rig/acksep_serverside.pcap,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_separation_rig_results.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_timing_implementation_report.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_trace_characterization.csv,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_trace_characterization.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ack_trace_summary.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/attacker_eval.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/attacker_eval_results.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/baseline_segmentation.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/dnp3_obfuscation_phases00_05_report.html,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/dnp3_phase04b_dcrn_report.html,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/dnp3_timing_obfuscation_briefing.html,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/field_map_results.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/from_live_split_results.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/ordered_replay_results.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/original_code_audit.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/pad_rig/pad_devA.pcap,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/pad_rig/pad_devA_pad.pcap,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/pad_rig/pad_devB.pcap,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/pad_rig_results.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/cli_inventory.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/dependency_inventory.txt,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/file_inventory.csv,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/migration_plan.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/phase_00_closeout.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/phase_00_repository_audit.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/phase_status.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/proposed_repository_tree.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/repository_tree_before.txt,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/result_provenance_map.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_00/risk_register.md,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig01_req_to_resp_cdf.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig01_req_to_resp_cdf.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig01_req_to_resp_cdf.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig02_req_to_pure_ack_cdf.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig02_req_to_pure_ack_cdf.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig02_req_to_pure_ack_cdf.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig03_pure_ack_to_resp_cdf.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig03_pure_ack_to_resp_cdf.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig03_pure_ack_to_resp_cdf.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig04_req_to_resp_violin.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig04_req_to_resp_violin.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig04_req_to_resp_violin.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig05_ack_to_resp_violin.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig05_ack_to_resp_violin.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig05_ack_to_resp_violin.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig06_req_to_resp_hist.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig06_req_to_resp_hist.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig06_req_to_resp_hist.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig07_request_size_dist.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig07_request_size_dist.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig07_request_size_dist.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig08_response_size_dist.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig08_response_size_dist.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig08_response_size_dist.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig09_ack_mode_fraction.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig09_ack_mode_fraction.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig09_ack_mode_fraction.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig10_base_vs_L_cdf.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig10_base_vs_L_cdf.pdf,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig10_base_vs_L_cdf.png,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
dnp3_split_harness/reports/phases/phase_01/figures/fig11_correlation_heatmap.metadata.json,OBSOLETE_PROTOTYPE,Software harness from the pre-silicon phase; the final evidence is captured on hardware and reproduced from PCAPs,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
