poll_number,tcp_session_sport,dnp3_app_seq,request_seq_app,request_timestamp,pure_tcp_ack_timestamp,response_timestamp,request_to_ack_ms,ack_to_response_clrt_ms,request_to_response_ms,separate_pure_ack,request_wire_bytes,response_wire_bytes,dnp3_response_length,fir,fin,con,function_code,function_name,iin_lsb,iin_msb,decoded_point_count,completion,timeout,error,notes
277,37541,4,4,1784834964.613328,1784834964.618018,1784834964.621415,4.689931869506836,3.3969879150390625,8.086919784545898,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
278,37541,5,5,1784834965.623545,1784834965.624786,1784834965.630315,1.2409687042236328,5.529165267944336,6.770133972167969,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
279,37541,6,6,1784834966.632444,1784834966.633454,1784834966.638096,1.0101795196533203,4.642009735107422,5.652189254760742,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
280,37541,7,7,1784834967.64019,1784834967.640663,1784834967.646304,0.4730224609375,5.640983581542969,6.114006042480469,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
281,37541,8,8,1784834968.648363,1784834968.648847,1784834968.656282,0.4839897155761719,7.434844970703125,7.918834686279297,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
282,37541,9,9,1784834969.65837,1784834969.659522,1784834969.665546,1.15203857421875,6.023883819580078,7.175922393798828,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
283,37541,10,10,1784834970.66769,1784834970.668163,1784834970.670386,0.4730224609375,2.2230148315429688,2.6960372924804688,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
284,37541,11,11,1784834971.672443,1784834971.672976,1784834971.676618,0.5331039428710938,3.6420822143554688,4.1751861572265625,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
285,37541,12,12,1784834972.67877,1784834972.679236,1784834972.686496,0.4658699035644531,7.26008415222168,7.725954055786133,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
286,37541,13,13,1784834973.688661,1784834973.689954,1784834973.695678,1.2929439544677734,5.7239532470703125,7.016897201538086,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
287,37541,14,14,1784834974.697808,1784834974.698626,1784834974.700554,0.8180141448974609,1.9278526306152344,2.7458667755126953,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
288,37541,15,15,1784834975.702702,1784834975.703176,1784834975.705585,0.47397613525390625,2.4089813232421875,2.8829574584960938,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
289,37541,0,0,1784834976.707718,1784834976.70819,1784834976.711628,0.47206878662109375,3.4379959106445312,3.910064697265625,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
290,37541,1,1,1784834977.713768,1784834977.714239,1784834977.721608,0.47087669372558594,7.369041442871094,7.83991813659668,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
291,37541,2,2,1784834978.723725,1784834978.72504,1784834978.73072,1.3148784637451172,5.680084228515625,6.994962692260742,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
292,37541,3,3,1784834979.732866,1784834979.733567,1784834979.746103,0.7009506225585938,12.536048889160156,13.23699951171875,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
293,37541,4,4,1784834980.748232,1784834980.748705,1784834980.75613,0.4730224609375,7.425069808959961,7.898092269897461,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
294,37541,5,5,1784834981.758218,1784834981.759267,1784834981.760991,1.049041748046875,1.7240047454833984,2.7730464935302734,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
295,37541,6,6,1784834982.763092,1784834982.763757,1784834982.765492,0.6649494171142578,1.7349720001220703,2.399921417236328,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
296,37541,7,7,1784834983.767603,1784834983.768218,1784834983.769962,0.6151199340820312,1.7440319061279297,2.359151840209961,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
297,37541,8,8,1784834984.772082,1784834984.772761,1784834984.778577,0.67901611328125,5.815982818603516,6.494998931884766,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
298,37541,9,9,1784834985.780727,1784834985.781426,1784834985.783143,0.6990432739257812,1.7170906066894531,2.4161338806152344,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
299,37541,10,10,1784834986.785234,1784834986.78588,1784834986.78761,0.6461143493652344,1.7299652099609375,2.376079559326172,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
300,37541,11,11,1784834987.78974,1784834987.790428,1784834987.792152,0.6878376007080078,1.7240047454833984,2.4118423461914062,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
