candidate_id,tier,read_encoding,sbo_encoding,real_objects,decoy_objects,native_size_bytes,u_userdata,crc_boundary_offsets,balanced_split,point_config_burden,parser_visible_differences,physical_risk,opendnp3_result,sel751_compat,reason
C66,2,"READ G10V2 x18 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 18 configured status points (G10V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 18 status pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C67,2,"READ G30V4 x18 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 18 configured analog points (G30V4) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 18 analog pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C68,2,"READ G20V6 x18 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 18 configured counter points (G20V6) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 18 counter pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C69,2,"READ G1V2 x33 pts, qualifier start-stop 2-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 33 configured status points (G1V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 33 status pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C70,2,"READ G10V2 x33 pts, qualifier start-stop 2-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 33 configured status points (G10V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 33 status pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C71,2,"READ G1V2 x36 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 36 configured status points (G1V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 36 status pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C72,2,"READ G10V2 x36 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 36 configured status points (G10V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 36 status pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C73,2,"READ G30V1 x8 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 8 configured analog points (G30V1) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 8 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C74,2,"READ G20V1 x8 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 8 configured counter points (G20V1) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 8 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C75,2,"READ G30V1 x9 pts, qualifier start-stop 2-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 9 configured analog points (G30V1) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G30V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 9 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C76,2,"READ G20V1 x9 pts, qualifier start-stop 2-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 9 configured counter points (G20V1) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G20V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 9 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C77,2,"READ G30V2 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 12 configured analog points (G30V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C78,2,"READ G30V3 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 12 configured analog points (G30V3) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V3); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C79,2,"READ G20V2 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 12 configured counter points (G20V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C80,2,"READ G20V5 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 12 configured counter points (G20V5) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V5); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C81,2,"READ G30V2 x15 pts, qualifier start-stop 2-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 15 configured analog points (G30V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 15 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C82,2,"READ G20V2 x15 pts, qualifier start-stop 2-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 15 configured counter points (G20V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 15 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C83,2,"READ G30V2 x16 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 16 configured analog points (G30V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 16 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C84,2,"READ G30V4 x16 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 16 configured analog points (G30V4) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 16 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C85,2,"READ G20V2 x16 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 16 configured counter points (G20V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 16 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C86,2,"READ G20V6 x16 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 16 configured counter points (G20V6) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 16 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C87,2,"READ G1V2 x24 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 24 configured status points (G1V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 24 status pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C88,2,"READ G10V2 x24 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 24 configured status points (G10V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 24 status pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C89,2,"READ G30V4 x24 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 24 configured analog points (G30V4) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 24 analog pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C90,2,"READ G20V6 x24 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 24 configured counter points (G20V6) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 24 counter pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C91,2,"READ G1V2 x45 pts, qualifier start-stop 2-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 45 configured status points (G1V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 45 status pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C92,2,"READ G10V2 x45 pts, qualifier start-stop 2-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 45 configured status points (G10V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 45 status pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C93,2,"READ G1V2 x48 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 48 configured status points (G1V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 48 status pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C94,2,"READ G10V2 x48 pts, qualifier limited-qty count 1-byte","SBO G12V1 x4 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"3 decoy CROB(s) (odd index, must be physically disconnected)",75,57,10 28 46 64 75,46+29,SBO: 4 G12V1 points (1 real + 3 decoy); READ: 48 configured status points (G10V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 48 status pts + 4 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C95,2,"READ G30V1 x10 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 10 configured analog points (G30V1) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 10 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C96,2,"READ G20V1 x10 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 10 configured counter points (G20V1) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 10 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C97,2,"READ G30V1 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 12 configured analog points (G30V1) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
